age,job,marital,education,balance,housing,loan,day,month,duration,campaign,poutcome,deposit,pdays_contacted,housing_loan_interaction
59,retired,married,secondary,6888,0,0,20,11,17.08,2 fois,missing,1,0,0
46,admin.,divorced,secondary,2087,0,0,20,11,12.8,3-6 fois,missing,1,0,0
32,blue-collar,single,primary,121,1,0,20,11,12.63,1 fois,missing,1,0,0
52,entrepreneur,single,tertiary,3469,1,0,20,11,10.88,1 fois,missing,1,0,0
45,blue-collar,married,primary,5461,1,0,20,11,14.02,2 fois,missing,1,0,0
52,blue-collar,married,secondary,7119,0,1,20,11,14.52,3-6 fois,missing,1,0,0
31,blue-collar,married,tertiary,-35,0,0,20,11,15.87,2 fois,missing,1,0,0
31,unemployed,married,secondary,314,1,0,20,11,22.35,3-6 fois,failure,1,1,0
39,technician,single,secondary,18508,0,0,20,11,26.63,3-6 fois,missing,1,0,0
35,blue-collar,married,secondary,5639,1,0,20,11,15.75,2 fois,missing,1,0,0
33,services,married,secondary,2918,0,1,20,11,17.65,2 fois,missing,1,0,0
50,blue-collar,married,primary,12519,1,0,21,11,10.25,3-6 fois,failure,1,1,0
36,management,married,tertiary,4069,0,0,21,11,8.62,1 fois,missing,1,0,0
34,admin.,single,tertiary,4254,1,0,21,11,11.9,1 fois,missing,1,0,0
46,blue-collar,divorced,primary,219,1,0,21,11,12.15,1 fois,missing,1,0,0
47,technician,married,secondary,0,0,0,21,11,9.85,1 fois,failure,1,1,0
39,admin.,single,secondary,2263,1,1,21,11,19.3,> 6 fois,missing,1,0,1
31,self-employed,single,tertiary,2589,0,0,21,11,10.23,1 fois,missing,1,0,0
41,management,single,tertiary,1982,0,0,21,11,9.3,1 fois,missing,1,0,0
59,management,married,tertiary,7049,0,0,21,11,8.83,1 fois,failure,1,1,0
39,management,divorced,tertiary,1968,0,0,21,11,10.8,1 fois,missing,1,0,0
48,housemaid,married,primary,7195,0,0,21,11,10.15,2 fois,missing,1,0,0
50,admin.,married,secondary,4117,0,0,21,11,8.83,1 fois,missing,1,0,0
31,admin.,single,secondary,3950,1,0,21,11,8.82,1 fois,missing,1,0,0
30,services,single,secondary,495,1,0,21,11,10.68,1 fois,missing,1,0,0
31,management,married,secondary,8629,1,0,21,11,15.95,1 fois,failure,1,1,0
30,technician,married,secondary,455,1,0,21,11,12.63,1 fois,missing,1,0,0
34,blue-collar,single,secondary,4536,1,0,21,11,16.05,1 fois,missing,1,0,0
53,blue-collar,married,secondary,1777,1,0,21,11,13.27,3-6 fois,failure,1,1,0
34,blue-collar,married,primary,3527,1,0,21,11,17.03,1 fois,missing,1,0,0
57,management,married,tertiary,372,0,0,21,11,9.22,3-6 fois,missing,1,0,0
41,services,single,secondary,92,0,0,21,11,6.2,1 fois,missing,1,0,0
40,admin.,married,primary,72,1,1,21,11,14.15,1 fois,missing,1,0,1
37,admin.,divorced,secondary,1533,1,0,21,11,9.25,3-6 fois,missing,1,0,0
31,management,married,tertiary,4148,1,0,21,11,5.27,3-6 fois,missing,1,1,0
58,management,married,tertiary,96,0,0,21,11,14.17,1 fois,missing,1,0,0
39,unemployed,married,secondary,2245,0,0,21,11,12.48,2 fois,missing,1,0,0
47,technician,married,secondary,834,0,1,21,11,15.03,1 fois,missing,1,1,0
44,management,married,tertiary,4119,1,1,21,11,17.9,1 fois,missing,1,0,1
45,technician,married,tertiary,-525,0,1,21,11,16.33,2 fois,missing,1,0,0
41,entrepreneur,married,primary,39,1,0,21,11,9.15,2 fois,missing,1,0,0
33,technician,single,tertiary,0,1,0,21,11,10.9,1 fois,missing,1,0,0
30,student,single,tertiary,2766,0,0,21,11,13.9,1 fois,missing,1,0,0
30,student,single,tertiary,3300,0,0,21,11,26.18,1 fois,missing,1,0,0
42,management,married,tertiary,36,0,0,21,11,11.07,3-6 fois,missing,1,0,0
49,management,married,tertiary,22520,0,0,21,11,9.65,> 6 fois,missing,1,0,0
59,unemployed,single,primary,7724,0,0,21,11,6.22,3-6 fois,missing,1,0,0
31,,married,secondary,111,0,0,21,11,8.4,2 fois,failure,1,1,0
43,management,married,tertiary,2640,0,0,21,11,5.23,3-6 fois,missing,1,0,0
38,management,married,tertiary,3436,0,0,21,11,11.05,3-6 fois,missing,1,0,0
30,services,married,secondary,0,1,0,21,11,11.35,3-6 fois,missing,1,0,0
35,admin.,divorced,secondary,3636,0,1,21,11,13.47,2 fois,missing,1,0,0
43,technician,married,secondary,3288,1,0,21,11,12.92,3-6 fois,missing,1,0,0
34,management,single,tertiary,2633,1,0,21,11,11.75,3-6 fois,missing,1,0,0
52,blue-collar,married,secondary,580,0,0,21,11,16.08,2 fois,missing,1,0,0
46,management,married,secondary,149,0,0,21,11,20.37,2 fois,missing,1,0,0
46,services,divorced,secondary,4329,0,0,21,11,8.9,2 fois,missing,1,0,0
37,admin.,single,secondary,1097,1,0,21,11,25.92,2 fois,missing,1,0,0
42,management,married,tertiary,1275,1,1,21,11,15.42,3-6 fois,missing,1,0,1
23,unemployed,single,primary,1003,0,0,27,11,0.13,1 fois,missing,1,0,0
53,management,divorced,secondary,1004,0,1,22,12,1.98,1 fois,missing,1,0,0
26,unemployed,single,tertiary,814,0,0,28,1,23.12,1 fois,missing,1,0,0
49,technician,married,secondary,808,1,0,28,1,20.53,1 fois,missing,1,0,0
34,,single,secondary,859,0,0,28,1,13.82,1 fois,missing,1,0,0
28,,single,secondary,4465,0,0,28,1,12.82,1 fois,missing,1,0,0
46,technician,divorced,tertiary,0,0,0,28,1,19.98,2 fois,missing,1,0,0
26,unemployed,single,secondary,622,0,0,28,1,24.18,2 fois,missing,1,0,0
31,services,single,secondary,1709,0,1,28,1,15.73,3-6 fois,missing,1,0,0
51,admin.,single,tertiary,394,0,0,28,1,16.13,2 fois,missing,1,0,0
47,blue-collar,married,secondary,1125,1,0,29,1,18.35,1 fois,missing,1,0,0
53,blue-collar,married,primary,-462,0,0,29,1,7.83,1 fois,missing,1,0,0
29,unemployed,single,primary,550,0,0,29,1,13.35,1 fois,missing,1,0,0
32,technician,single,secondary,540,0,1,29,1,12.5,1 fois,missing,1,0,0
26,blue-collar,single,primary,941,0,0,29,1,19.42,1 fois,missing,1,0,0
40,management,single,tertiary,1361,0,0,29,1,24.55,1 fois,missing,1,0,0
33,services,single,tertiary,-452,0,0,29,1,11.53,2 fois,missing,1,0,0
49,unemployed,married,primary,518,0,0,29,1,31.95,2 fois,missing,1,0,0
60,technician,married,tertiary,-71,1,1,30,1,24.18,1 fois,missing,1,0,1
41,management,single,secondary,3234,1,0,30,1,46.17,1 fois,missing,1,0,0
36,technician,single,secondary,98,0,0,30,1,12.85,1 fois,missing,1,0,0
29,services,single,,196,0,0,30,1,12.1,2 fois,missing,1,0,0
42,admin.,divorced,secondary,936,0,0,30,1,15.52,1 fois,missing,1,0,0
33,entrepreneur,single,tertiary,300,1,1,30,1,15.37,3-6 fois,missing,1,0,1
31,admin.,divorced,secondary,217,1,0,30,1,29.6,2 fois,missing,1,0,0
31,unemployed,single,primary,163,0,0,30,1,11.78,2 fois,missing,1,1,0
26,services,single,secondary,110,0,0,30,1,18.93,2 fois,missing,1,0,0
40,technician,single,tertiary,1646,1,0,2,2,3.58,1 fois,failure,1,1,0
45,unemployed,married,secondary,2040,0,0,2,2,13.38,1 fois,missing,1,0,0
55,technician,married,secondary,-308,0,0,2,2,13.02,1 fois,missing,1,0,0
29,technician,single,tertiary,2325,0,0,2,2,2.08,1 fois,missing,1,0,0
47,management,single,tertiary,86,0,0,2,2,18.1,1 fois,missing,1,0,0
50,unemployed,divorced,,1088,0,0,2,2,12.48,1 fois,missing,1,0,0
44,unemployed,married,secondary,0,1,0,2,2,11.65,1 fois,failure,1,1,0
56,unemployed,married,secondary,0,0,0,2,2,8.2,1 fois,missing,1,0,0
39,student,single,tertiary,2103,0,0,2,2,9.8,1 fois,missing,1,0,0
59,retired,single,secondary,2,0,0,2,2,15.58,1 fois,missing,1,0,0
43,management,divorced,secondary,51,0,0,2,2,7.17,1 fois,missing,1,0,0
36,admin.,married,secondary,96,0,0,2,2,5.03,1 fois,missing,1,0,0
29,admin.,single,secondary,1027,1,0,2,2,2.95,1 fois,missing,1,0,0
38,management,married,tertiary,1308,1,0,2,2,10.43,1 fois,missing,1,0,0
41,services,divorced,secondary,840,1,0,2,2,15.63,1 fois,missing,1,0,0
58,management,divorced,tertiary,5701,0,0,2,2,8.68,1 fois,missing,1,0,0
61,management,married,tertiary,6016,0,0,2,2,11.17,3-6 fois,missing,1,0,0
36,management,married,tertiary,630,0,0,2,2,4.75,1 fois,missing,1,0,0
30,self-employed,single,tertiary,432,1,0,2,2,6.7,1 fois,missing,1,0,0
43,admin.,single,secondary,-247,1,1,2,2,12.52,2 fois,failure,1,1,1
39,services,married,secondary,52,0,0,2,2,23.67,3-6 fois,missing,1,0,0
48,blue-collar,single,primary,623,1,0,2,2,23.75,2 fois,missing,1,0,0
26,student,single,secondary,0,0,0,2,2,20.38,2 fois,missing,1,0,0
51,technician,married,secondary,100,0,0,2,2,7.78,2 fois,missing,1,0,0
37,management,married,tertiary,4089,1,0,2,2,4.82,2 fois,missing,1,1,0
29,technician,single,tertiary,1669,0,0,3,2,4.95,1 fois,missing,1,0,0
57,admin.,married,secondary,169,0,0,3,2,6.15,1 fois,missing,1,0,0
25,admin.,single,secondary,483,0,1,3,2,3.15,1 fois,missing,1,0,0
68,retired,divorced,primary,250,0,0,3,2,6.0,1 fois,missing,1,0,0
34,management,married,tertiary,0,1,0,3,2,4.18,1 fois,missing,1,0,0
38,technician,divorced,secondary,902,1,0,3,2,10.83,1 fois,missing,1,0,0
54,technician,divorced,secondary,2156,1,0,3,2,4.35,1 fois,failure,1,1,0
32,management,single,tertiary,2360,0,0,3,2,2.53,2 fois,missing,1,1,0
41,blue-collar,married,primary,201,1,0,3,2,2.62,1 fois,missing,1,0,0
48,technician,single,secondary,-92,1,0,3,2,23.22,1 fois,missing,1,0,0
59,retired,divorced,secondary,514,0,0,3,2,4.35,1 fois,missing,1,0,0
39,unemployed,single,secondary,-114,1,0,3,2,6.2,1 fois,missing,1,0,0
31,management,married,tertiary,1331,0,0,3,2,3.03,2 fois,success,1,1,0
30,entrepreneur,single,secondary,732,0,0,3,2,23.4,3-6 fois,missing,1,0,0
40,management,married,tertiary,1308,0,0,3,2,29.6,2 fois,missing,1,0,0
28,self-employed,married,tertiary,0,1,0,4,2,9.1,3-6 fois,failure,1,1,0
52,management,married,tertiary,-970,1,0,4,2,8.15,1 fois,missing,1,0,0
32,technician,single,tertiary,1246,1,0,4,2,3.2,2 fois,missing,1,0,0
34,management,married,tertiary,73,0,0,4,2,7.1,2 fois,missing,1,0,0
31,unemployed,single,primary,406,0,0,4,2,12.27,1 fois,missing,1,0,0
57,admin.,married,secondary,4391,0,0,4,2,23.6,1 fois,missing,1,0,0
31,self-employed,married,tertiary,168,0,0,4,2,3.22,2 fois,missing,1,0,0
29,management,married,tertiary,1441,1,0,4,2,1.33,2 fois,missing,1,0,0
75,retired,divorced,primary,3881,1,0,4,2,2.27,3-6 fois,missing,1,0,0
32,admin.,single,secondary,678,1,0,4,2,26.32,1 fois,failure,1,1,0
31,management,married,tertiary,141,1,0,4,2,9.53,2 fois,missing,1,1,0
41,self-employed,single,tertiary,-94,1,0,4,2,19.4,1 fois,failure,1,1,0
22,admin.,single,tertiary,897,1,0,4,2,2.22,3-6 fois,missing,1,0,0
31,unemployed,single,secondary,1214,0,0,4,2,16.23,1 fois,missing,1,0,0
69,retired,married,primary,324,0,0,4,2,2.27,3-6 fois,missing,1,0,0
30,self-employed,married,tertiary,2666,0,0,4,2,7.78,1 fois,missing,1,0,0
49,blue-collar,divorced,secondary,10613,0,1,4,2,20.43,1 fois,missing,1,0,0
29,management,single,tertiary,697,0,0,4,2,3.43,1 fois,missing,1,0,0
43,blue-collar,married,secondary,953,1,0,4,2,12.75,2 fois,missing,1,0,0
28,services,single,primary,198,0,0,4,2,16.27,2 fois,missing,1,0,0
56,unemployed,single,primary,1110,0,0,4,2,15.75,2 fois,missing,1,0,0
39,admin.,married,secondary,130,1,1,4,2,21.5,2 fois,missing,1,0,1
33,blue-collar,married,secondary,315,0,0,4,2,2.43,3-6 fois,missing,1,0,0
38,technician,married,tertiary,4383,0,0,4,2,23.02,3-6 fois,missing,1,0,0
30,admin.,single,secondary,313,1,0,4,2,18.68,2 fois,missing,1,0,0
29,technician,married,secondary,273,0,0,4,2,46.25,2 fois,missing,1,0,0
69,management,married,tertiary,840,0,0,5,2,2.13,3-6 fois,missing,1,0,0
44,management,married,tertiary,309,1,0,5,2,11.27,1 fois,missing,1,0,0
35,management,single,tertiary,2707,0,0,5,2,11.65,1 fois,missing,1,0,0
31,technician,single,tertiary,1109,0,0,5,2,10.7,1 fois,failure,1,1,0
26,entrepreneur,single,secondary,101,1,0,5,2,13.5,1 fois,failure,1,1,0
26,entrepreneur,single,tertiary,725,0,0,5,2,31.93,2 fois,missing,1,1,0
34,unemployed,married,primary,309,0,0,5,2,9.63,1 fois,missing,1,0,0
42,technician,single,secondary,541,1,0,5,2,10.93,1 fois,missing,1,0,0
54,services,married,,0,1,0,5,2,11.43,2 fois,missing,1,1,0
53,management,married,tertiary,1624,0,0,5,2,2.63,3-6 fois,missing,1,0,0
54,technician,married,secondary,0,0,0,5,2,12.4,3-6 fois,missing,1,0,0
48,entrepreneur,single,tertiary,318,1,0,5,2,16.95,3-6 fois,missing,1,0,0
40,unemployed,married,primary,1908,1,0,5,2,27.68,2 fois,missing,1,0,0
28,technician,single,tertiary,676,0,0,5,2,18.97,2 fois,missing,1,0,0
34,entrepreneur,married,tertiary,1076,1,0,5,2,2.27,> 6 fois,missing,1,0,0
34,management,single,tertiary,1228,0,0,5,2,4.38,> 6 fois,missing,1,0,0
32,management,single,tertiary,0,0,0,5,2,9.17,3-6 fois,missing,1,0,0
31,services,single,secondary,13,0,1,6,2,16.98,2 fois,missing,1,0,0
31,management,single,tertiary,12857,1,0,6,2,2.63,1 fois,success,1,1,0
66,technician,married,secondary,0,0,0,6,2,12.52,1 fois,missing,1,0,0
37,technician,single,tertiary,6101,0,0,6,2,2.35,1 fois,missing,1,0,0
33,management,married,tertiary,158,0,0,6,2,3.2,2 fois,missing,1,0,0
50,management,married,tertiary,346,0,0,6,2,2.97,1 fois,missing,1,0,0
33,blue-collar,single,secondary,697,0,0,6,2,14.33,2 fois,missing,1,0,0
56,management,married,tertiary,616,0,0,6,2,2.6,1 fois,missing,1,0,0
26,services,single,tertiary,1140,1,0,6,2,16.4,2 fois,missing,1,0,0
59,retired,divorced,tertiary,3444,0,0,6,2,4.02,2 fois,missing,1,0,0
32,blue-collar,married,secondary,1879,0,0,6,2,9.85,> 6 fois,missing,1,0,0
22,student,single,secondary,0,0,0,6,2,3.82,3-6 fois,missing,1,0,0
34,management,married,tertiary,0,0,0,6,2,13.12,3-6 fois,missing,1,1,0
39,services,married,tertiary,1493,0,0,9,2,15.2,3-6 fois,missing,1,0,0
28,technician,single,secondary,313,0,0,9,2,19.72,2 fois,missing,1,0,0
31,self-employed,single,tertiary,1815,0,0,9,2,25.68,1 fois,missing,1,0,0
33,blue-collar,single,tertiary,700,0,0,9,2,2.1,1 fois,success,1,1,0
66,retired,married,primary,206,0,0,9,2,7.98,1 fois,missing,1,0,0
26,admin.,single,secondary,255,0,0,9,2,3.17,1 fois,missing,1,0,0
30,admin.,single,secondary,270,0,0,9,2,2.05,1 fois,missing,1,0,0
28,technician,single,tertiary,4987,0,0,9,2,4.22,> 6 fois,missing,1,0,0
29,technician,single,tertiary,673,1,0,9,2,13.92,3-6 fois,missing,1,0,0
49,services,married,secondary,320,0,0,9,2,32.85,3-6 fois,missing,1,0,0
34,admin.,married,secondary,0,1,0,10,2,1.62,1 fois,failure,1,1,0
47,blue-collar,married,secondary,292,0,0,10,2,4.62,1 fois,missing,1,0,0
42,technician,married,tertiary,757,0,0,10,2,2.57,1 fois,missing,1,0,0
43,management,married,tertiary,40,0,0,10,2,2.45,1 fois,missing,1,0,0
61,retired,married,tertiary,1257,0,0,10,2,8.38,1 fois,missing,1,0,0
35,technician,single,secondary,1693,1,0,10,2,8.58,1 fois,missing,1,0,0
40,blue-collar,married,secondary,5060,0,0,10,2,2.57,2 fois,success,1,1,0
31,management,divorced,tertiary,373,0,0,10,2,2.2,3-6 fois,missing,1,0,0
33,management,married,secondary,369,0,0,11,2,7.43,1 fois,missing,1,0,0
69,retired,married,primary,2346,0,0,11,2,5.9,2 fois,missing,1,0,0
30,services,single,secondary,1599,0,0,11,2,2.53,2 fois,missing,1,0,0
41,technician,married,secondary,1066,0,0,11,2,1.82,3-6 fois,missing,1,0,0
31,management,married,tertiary,2603,1,0,11,2,4.67,3-6 fois,missing,1,0,0
22,student,single,secondary,381,0,0,12,2,3.78,1 fois,missing,1,0,0
37,admin.,married,secondary,1314,1,0,12,2,1.97,3-6 fois,failure,1,1,0
48,management,single,tertiary,5689,0,0,12,2,4.37,1 fois,missing,1,0,0
85,retired,married,primary,12114,0,0,12,2,2.75,2 fois,missing,1,0,0
72,retired,married,tertiary,0,0,0,13,2,1.65,1 fois,missing,1,0,0
46,admin.,divorced,secondary,2232,0,0,13,2,2.02,1 fois,missing,1,0,0
26,technician,single,tertiary,11862,0,0,13,2,1.98,1 fois,missing,1,0,0
37,technician,married,tertiary,127,1,0,13,2,1.18,1 fois,missing,1,0,0
53,management,divorced,tertiary,2152,0,0,13,2,1.25,3-6 fois,missing,1,0,0
33,management,single,tertiary,3552,0,0,13,2,2.63,2 fois,failure,1,1,0
90,retired,divorced,secondary,1,0,0,13,2,2.53,3-6 fois,missing,1,0,0
54,admin.,divorced,secondary,1872,0,0,13,2,7.32,3-6 fois,missing,1,0,0
67,retired,married,tertiary,1341,0,0,13,2,11.77,1 fois,missing,1,0,0
42,management,divorced,,7702,0,0,16,2,2.3,2 fois,missing,1,0,0
71,retired,married,primary,4657,0,0,16,2,1.55,3-6 fois,missing,1,0,0
44,admin.,divorced,secondary,397,1,1,16,2,2.12,1 fois,missing,1,1,1
47,entrepreneur,married,tertiary,0,0,0,16,2,4.35,2 fois,missing,1,0,0
44,admin.,married,tertiary,348,1,1,16,2,2.83,2 fois,missing,1,0,1
37,technician,single,secondary,2442,0,0,16,2,1.52,3-6 fois,missing,1,0,0
37,services,married,secondary,1543,1,0,16,2,2.3,2 fois,missing,1,0,0
28,self-employed,single,tertiary,805,0,0,16,2,5.52,1 fois,missing,1,0,0
21,blue-collar,single,secondary,2265,0,0,17,2,1.53,2 fois,missing,1,0,0
32,management,single,tertiary,312,0,0,17,2,3.87,2 fois,missing,1,0,0
51,technician,married,secondary,196,1,1,17,2,1.47,1 fois,missing,1,0,1
26,student,single,secondary,620,0,0,17,2,1.73,1 fois,missing,1,0,0
74,retired,married,secondary,1714,0,0,17,2,2.12,1 fois,missing,1,0,0
65,retired,married,tertiary,2416,0,0,17,2,3.68,2 fois,missing,1,0,0
47,technician,married,secondary,335,0,0,17,2,3.77,1 fois,missing,1,0,0
38,admin.,married,secondary,755,1,0,17,2,2.0,1 fois,missing,1,0,0
71,retired,married,secondary,2850,0,0,17,2,3.08,1 fois,missing,1,0,0
29,services,married,secondary,1135,1,0,17,2,5.38,1 fois,missing,1,0,0
61,retired,married,primary,197,0,0,17,2,1.88,1 fois,missing,1,0,0
57,retired,divorced,primary,720,0,0,17,2,3.37,3-6 fois,missing,1,0,0
37,management,married,tertiary,5355,0,0,17,2,7.77,3-6 fois,missing,1,0,0
68,retired,married,secondary,445,0,0,18,2,7.92,1 fois,missing,1,0,0
29,management,single,tertiary,5359,0,0,18,2,2.45,1 fois,missing,1,0,0
51,entrepreneur,married,primary,1443,0,0,18,2,2.87,> 6 fois,missing,1,0,0
41,technician,divorced,secondary,4047,1,0,18,2,5.72,1 fois,missing,1,0,0
24,student,single,secondary,23878,0,0,18,2,3.08,1 fois,missing,1,0,0
24,blue-collar,single,secondary,167,0,1,18,2,2.23,2 fois,missing,1,0,0
59,unemployed,married,secondary,1047,0,0,18,2,1.38,3-6 fois,missing,1,0,0
85,retired,divorced,primary,7613,0,0,18,2,5.92,3-6 fois,missing,1,0,0
51,technician,married,secondary,117,0,0,18,2,7.37,2 fois,missing,1,0,0
39,technician,married,secondary,2266,0,0,18,2,3.47,3-6 fois,missing,1,0,0
44,management,married,primary,558,0,0,19,2,4.47,3-6 fois,missing,1,0,0
26,admin.,single,secondary,2509,0,0,19,2,10.9,3-6 fois,missing,1,0,0
48,management,married,tertiary,1808,1,0,26,2,4.08,1 fois,missing,1,0,0
37,technician,single,secondary,1130,0,0,26,2,2.53,1 fois,missing,1,0,0
71,retired,married,tertiary,653,0,0,26,2,6.12,1 fois,missing,1,0,0
62,housemaid,married,,2021,0,0,26,2,6.02,1 fois,missing,1,0,0
26,admin.,single,tertiary,313,0,1,26,2,3.5,2 fois,missing,1,0,0
43,unemployed,single,tertiary,983,1,0,26,2,1.62,1 fois,missing,1,0,0
30,management,single,tertiary,5561,1,0,27,2,3.25,1 fois,success,1,1,0
50,management,married,,8345,0,0,27,2,3.23,1 fois,failure,1,1,0
25,technician,single,secondary,1231,1,0,27,2,6.87,3-6 fois,missing,1,0,0
25,admin.,single,tertiary,3730,1,0,27,2,5.88,1 fois,missing,1,0,0
31,management,single,tertiary,924,0,0,27,2,2.87,1 fois,missing,1,0,0
28,technician,single,tertiary,2489,1,0,27,2,5.7,2 fois,missing,1,0,0
66,retired,married,secondary,995,0,0,27,2,2.18,2 fois,missing,1,0,0
41,management,married,secondary,280,1,0,27,2,1.45,2 fois,missing,1,0,0
46,technician,married,secondary,3434,0,1,27,2,1.92,1 fois,missing,1,0,0
42,unemployed,married,tertiary,576,0,0,27,2,2.6,1 fois,missing,1,0,0
28,technician,single,secondary,1363,0,0,27,2,1.32,1 fois,missing,1,0,0
39,blue-collar,single,primary,581,1,0,27,2,3.88,1 fois,missing,1,1,0
42,services,married,secondary,1376,1,0,2,3,11.87,3-6 fois,missing,1,0,0
35,services,married,secondary,52,1,0,2,3,6.3,3-6 fois,missing,1,0,0
55,technician,married,secondary,0,1,1,2,3,1.93,1 fois,missing,1,0,1
37,technician,married,tertiary,549,0,0,2,3,3.98,1 fois,missing,1,0,0
29,management,single,tertiary,92,0,0,2,3,2.92,3-6 fois,missing,1,0,0
49,management,married,tertiary,2881,0,0,2,3,2.0,3-6 fois,missing,1,0,0
44,technician,single,secondary,250,0,0,2,3,6.37,2 fois,missing,1,0,0
54,admin.,married,secondary,602,0,0,3,3,2.38,2 fois,missing,1,0,0
28,management,single,tertiary,730,1,0,3,3,10.52,1 fois,missing,1,0,0
30,admin.,single,secondary,523,0,1,3,3,1.38,1 fois,missing,1,0,0
47,technician,married,secondary,293,0,0,3,3,8.32,1 fois,missing,1,0,0
34,blue-collar,single,secondary,215,0,0,3,3,5.83,3-6 fois,missing,1,0,0
37,,single,tertiary,0,0,0,3,3,7.1,1 fois,missing,1,0,0
25,self-employed,single,tertiary,42,1,0,3,3,5.33,1 fois,missing,1,0,0
29,technician,single,secondary,316,1,0,3,3,2.6,1 fois,missing,1,0,0
62,management,married,secondary,4562,1,0,3,3,2.8,1 fois,missing,1,0,0
58,management,divorced,secondary,10180,0,0,3,3,3.0,2 fois,missing,1,0,0
46,management,married,tertiary,0,0,0,3,3,5.08,> 6 fois,missing,1,0,0
56,retired,married,tertiary,281,0,0,3,3,1.6,2 fois,missing,1,0,0
33,management,married,tertiary,250,0,0,4,3,6.28,3-6 fois,missing,1,0,0
27,student,single,tertiary,0,0,0,5,3,1.37,3-6 fois,missing,1,0,0
60,retired,married,secondary,404,0,0,5,3,5.13,2 fois,failure,1,1,0
32,management,single,tertiary,506,0,0,5,3,1.05,2 fois,missing,1,0,0
83,retired,divorced,primary,1097,0,0,5,3,3.02,1 fois,missing,1,0,0
35,self-employed,married,tertiary,3698,1,0,5,3,1.77,1 fois,missing,1,0,0
31,management,divorced,tertiary,883,1,0,5,3,1.87,2 fois,failure,1,1,0
30,student,single,tertiary,2539,0,0,5,3,3.32,3-6 fois,missing,1,0,0
29,technician,married,secondary,2326,0,0,6,3,3.25,1 fois,missing,1,0,0
36,management,single,tertiary,811,0,0,6,3,3.82,1 fois,missing,1,0,0
57,management,married,tertiary,256,0,0,6,3,3.78,1 fois,missing,1,0,0
21,blue-collar,single,secondary,682,0,0,6,3,4.43,1 fois,missing,1,0,0
44,management,single,tertiary,483,0,0,6,3,3.45,2 fois,success,1,1,0
23,management,single,tertiary,1506,0,0,9,3,2.18,3-6 fois,missing,1,0,0
34,management,single,tertiary,575,0,0,9,3,1.93,1 fois,missing,1,0,0
32,self-employed,married,secondary,409,0,0,9,3,3.62,2 fois,missing,1,0,0
37,unemployed,single,tertiary,1316,1,0,10,3,5.83,2 fois,failure,1,1,0
35,management,single,tertiary,671,1,0,10,3,1.87,1 fois,missing,1,0,0
47,management,married,tertiary,2351,0,0,10,3,1.33,1 fois,missing,1,0,0
61,management,married,tertiary,997,0,0,10,3,1.77,1 fois,missing,1,0,0
30,management,single,tertiary,4808,0,0,10,3,4.53,1 fois,missing,1,0,0
70,retired,married,secondary,6422,0,0,10,3,2.03,1 fois,missing,1,0,0
52,management,married,tertiary,31,0,0,10,3,2.25,1 fois,missing,1,0,0
28,management,single,secondary,171,0,0,10,3,1.55,1 fois,missing,1,0,0
57,management,married,tertiary,2681,0,0,11,3,4.43,2 fois,missing,1,0,0
24,admin.,single,tertiary,-61,0,0,11,3,1.58,3-6 fois,missing,1,0,0
32,management,married,tertiary,8929,0,0,11,3,2.1,1 fois,missing,1,0,0
65,housemaid,married,primary,715,0,0,11,3,5.38,1 fois,missing,1,0,0
44,management,married,tertiary,1058,0,0,11,3,3.13,3-6 fois,missing,1,0,0
32,entrepreneur,single,tertiary,-34,1,0,11,3,1.68,1 fois,missing,1,0,0
33,technician,single,tertiary,258,0,0,12,3,1.33,3-6 fois,missing,1,0,0
53,services,divorced,secondary,0,0,0,12,3,1.33,2 fois,missing,1,0,0
31,management,divorced,tertiary,71,0,0,12,3,1.98,1 fois,missing,1,0,0
58,self-employed,married,tertiary,5810,0,0,12,3,2.32,1 fois,missing,1,0,0
30,management,single,tertiary,3473,0,0,12,3,20.15,2 fois,missing,1,0,0
47,blue-collar,married,secondary,238,1,1,13,3,51.27,1 fois,missing,1,0,1
60,technician,married,secondary,1740,0,0,13,3,4.93,2 fois,missing,1,0,0
36,entrepreneur,divorced,tertiary,3407,0,0,16,3,6.53,3-6 fois,missing,1,0,0
37,services,single,secondary,1045,0,0,17,3,6.77,2 fois,failure,1,1,0
43,admin.,married,secondary,132,0,0,17,3,3.67,1 fois,missing,1,0,0
37,admin.,single,tertiary,1000,1,0,17,3,3.25,1 fois,missing,1,0,0
31,management,single,tertiary,115,0,0,17,3,3.12,1 fois,missing,1,0,0
31,technician,married,secondary,180,0,0,17,3,4.98,2 fois,missing,1,0,0
30,management,single,tertiary,201,1,0,17,3,5.42,2 fois,missing,1,0,0
30,management,married,tertiary,8089,1,0,18,3,3.87,2 fois,failure,1,1,0
32,admin.,single,tertiary,8866,0,0,18,3,4.63,2 fois,missing,1,0,0
35,admin.,married,secondary,2,1,0,18,3,3.23,1 fois,missing,1,0,0
59,technician,married,secondary,259,0,0,18,3,3.73,1 fois,missing,1,0,0
33,housemaid,single,tertiary,1107,1,0,18,3,3.35,1 fois,missing,1,0,0
37,management,single,tertiary,1730,0,0,19,3,2.78,1 fois,missing,1,0,0
31,services,married,secondary,447,0,0,19,3,3.67,3-6 fois,missing,1,0,0
26,management,single,tertiary,2786,0,0,23,3,6.92,1 fois,missing,1,0,0
53,technician,married,secondary,10185,0,0,23,3,1.92,1 fois,missing,1,0,0
